Student_ID,3_Path_Q1,3_Path_Q2,3_Path_Q3,3_Path_Q4,3_Path_Qa,3_Path_Qb,1_Path_Q1,1_Path_Q2,1_Path_Q3,1_Path_Q4,1_Path_Qa,1_Path_Qb,2_Path_Q1,2_Path_Q2,2_Path_Q3,2_Path_Q4,2_Path_Qa,2_Path_Qb,4_Path_Q1,4_Path_Q2,4_Path_Q3,4_Path_Q4,4_Path_Qa,4_Path_Qb,Preferred_Career_Path
2659,6,7,5,8,6,6,6,6,7,8,5,5,7,7,8,6,8,6,8,8,6,5,8,8,1
2660,6,5,8,5,6,6,6,5,7,7,5,7,6,6,5,7,7,7,5,7,7,8,6,8,3
2661,6,8,6,5,5,5,5,6,6,8,8,7,8,6,5,8,7,8,7,7,5,5,5,6,3
2662,6,6,7,8,6,7,5,5,7,8,6,5,5,8,8,8,7,7,8,5,7,8,6,6,1
2663,7,8,5,7,8,5,8,5,7,8,5,6,5,6,7,6,7,7,7,6,7,5,5,5,4
2664,6,7,8,8,6,7,7,5,5,5,8,8,6,7,8,7,7,6,8,8,5,6,8,7,1
2665,6,8,8,5,8,7,6,7,6,7,7,7,8,6,5,5,6,6,7,6,8,7,8,5,2
2666,7,7,6,6,5,5,6,6,7,5,7,5,6,7,5,6,8,7,5,5,6,7,6,5,4
2667,7,8,7,7,7,6,7,8,7,5,5,7,8,8,6,7,8,5,8,7,8,8,6,7,1
2668,5,7,6,6,7,8,5,7,5,7,7,7,5,7,7,7,6,5,7,6,7,8,8,8,1
2669,5,6,8,6,8,7,8,5,8,6,7,6,8,5,7,5,6,7,7,5,8,7,8,7,2
2670,8,6,6,7,8,7,6,7,8,6,5,7,7,7,5,6,8,7,5,8,8,7,6,7,1
2671,5,7,6,6,6,7,5,8,7,7,6,5,5,5,8,7,5,8,7,6,5,5,5,5,4
2672,7,5,5,7,5,8,8,6,5,8,8,6,5,5,5,7,6,8,8,5,7,8,7,7,3
2673,5,7,6,6,8,7,7,5,8,5,6,8,5,7,8,6,6,8,7,5,5,5,7,8,4
2674,5,7,6,7,8,6,7,8,7,7,7,8,7,6,8,5,7,8,8,7,7,6,6,7,3
2675,5,8,8,8,8,8,5,5,6,5,7,5,8,7,5,8,6,8,6,7,8,7,8,6,1
2676,5,8,8,6,6,7,8,7,8,8,5,7,6,7,6,5,8,5,6,5,5,5,7,5,4
2677,5,5,5,5,6,6,5,5,5,6,5,6,7,5,5,8,6,6,6,6,5,8,7,6,3
2678,5,7,8,5,7,5,8,6,6,7,5,8,8,5,5,5,8,6,7,8,5,6,6,6,3
2679,8,6,7,8,6,8,6,8,7,8,6,8,6,6,7,8,8,6,8,8,7,5,8,8,4
2680,7,6,7,6,8,8,5,8,5,5,7,6,5,8,5,7,8,8,7,5,6,7,7,5,1
2681,8,8,5,8,6,5,5,8,6,5,6,8,5,5,5,8,5,6,5,7,5,7,8,7,2
2682,8,5,7,6,7,7,6,8,6,5,6,7,6,8,7,6,6,8,6,5,5,6,7,8,4
2683,6,5,6,8,7,7,7,7,6,5,8,8,7,8,6,7,8,8,8,6,7,5,8,6,3
2684,8,6,5,7,7,7,6,6,5,5,6,6,8,5,8,6,8,8,5,8,7,8,8,7,1
2685,7,8,7,6,8,8,6,6,5,8,7,5,7,5,8,8,5,8,8,8,5,6,6,8,1
2686,6,5,5,5,7,8,6,7,5,5,7,6,6,5,6,7,8,5,7,8,8,7,7,5,3
2687,5,8,8,5,6,6,6,8,7,6,8,7,5,7,7,8,8,8,8,8,5,7,8,5,3
2688,6,6,8,5,7,5,8,5,8,7,7,8,5,7,5,6,6,7,7,7,7,5,5,7,3
2689,6,6,8,8,5,7,7,5,7,6,6,8,8,5,5,6,5,7,5,5,5,5,7,6,4
2690,8,7,8,6,8,6,6,5,8,8,7,7,8,7,7,7,5,7,7,5,6,8,8,7,1
2691,6,6,5,6,7,7,7,7,6,7,6,6,6,7,7,7,7,5,6,8,7,6,6,6,3
2692,5,8,7,7,7,8,6,6,8,5,7,5,5,6,7,8,8,8,5,6,7,5,8,5,4
2693,7,6,7,8,7,5,8,7,6,5,7,6,7,8,7,5,5,8,7,5,5,5,7,6,4
2694,8,8,8,5,7,7,6,8,6,6,8,6,8,7,5,8,7,6,8,7,7,7,8,8,3
2695,5,8,7,6,5,6,6,8,5,6,7,7,5,7,6,8,7,8,7,8,6,5,6,6,3
2696,5,8,8,8,7,6,7,7,7,5,8,6,8,8,5,6,5,8,5,7,6,6,8,7,2
2697,7,7,6,7,5,5,7,5,6,8,5,5,6,7,5,7,5,5,5,6,8,6,7,7,1
2698,8,8,7,6,5,8,7,7,6,6,6,8,5,6,5,6,8,7,7,6,8,7,7,8,2
2699,5,6,5,8,6,8,8,6,7,7,7,5,8,7,5,7,8,8,8,7,6,7,7,8,3
2700,7,5,5,7,7,8,7,8,5,6,7,7,5,7,7,6,5,5,5,6,8,5,8,8,2
2701,5,7,5,7,8,6,8,6,5,8,7,6,5,8,7,5,5,5,8,5,7,8,7,5,2
2702,7,5,5,7,8,6,8,5,7,7,8,5,8,5,7,8,7,7,7,5,7,6,5,6,3
2703,5,6,8,6,6,5,5,5,7,5,6,8,6,6,5,7,5,8,5,7,5,6,5,8,1
2704,5,5,8,5,7,5,5,8,6,7,6,6,6,7,6,8,8,5,5,6,7,8,6,5,3
2705,5,8,8,5,8,8,7,6,5,5,6,6,5,7,8,5,6,5,8,7,6,7,7,6,2
2706,7,8,6,6,8,8,6,8,5,7,6,5,7,8,7,6,7,6,7,6,6,5,5,7,1
2707,8,5,5,6,7,6,7,5,5,5,6,8,8,7,7,7,6,5,6,7,7,8,6,7,1
2708,6,8,8,8,6,5,6,6,7,8,5,7,6,7,7,5,5,8,5,7,6,6,6,8,2
2709,5,7,7,8,7,8,8,6,8,7,8,6,6,7,6,8,5,8,5,5,5,7,5,6,4
2710,6,6,5,5,6,7,6,5,7,5,7,7,6,6,6,7,5,6,5,7,8,7,5,6,3
2711,8,8,5,8,5,5,6,7,8,6,8,6,5,7,6,7,8,8,6,6,8,8,5,6,3
2712,8,5,8,8,8,8,7,8,7,6,8,8,7,8,5,6,7,6,5,7,8,5,6,8,4
2713,7,8,5,8,7,8,5,6,8,7,7,7,8,7,6,5,8,8,5,5,8,7,7,6,4
2714,8,5,5,7,8,8,7,8,6,5,5,5,5,6,6,7,8,7,6,5,6,7,5,7,1
2715,5,5,5,8,5,5,8,8,8,6,8,5,5,7,5,5,8,8,7,8,5,6,7,8,3
2716,7,8,6,7,8,8,8,8,8,6,7,5,5,8,6,8,5,5,7,7,8,8,8,5,2
2717,6,5,7,6,8,6,7,7,8,6,8,6,5,7,7,5,5,5,7,8,8,7,5,6,2
2718,7,8,7,7,8,7,5,5,7,8,5,7,8,5,6,6,7,6,6,6,7,7,5,8,1
2719,5,5,7,8,5,6,7,6,6,6,5,6,5,7,8,7,7,6,8,7,5,6,6,7,3
2720,7,8,8,6,5,5,5,8,6,8,8,6,6,5,8,6,7,5,5,8,7,6,6,8,3
2721,5,7,8,5,6,7,8,6,8,8,8,7,7,5,5,5,8,5,5,6,6,8,6,8,2
2722,8,6,6,5,8,8,8,6,8,5,8,5,6,5,8,8,7,6,8,5,7,8,8,5,1
2723,8,6,7,8,7,7,8,7,6,8,5,7,8,7,7,8,6,7,6,6,8,5,6,8,1
2724,5,5,5,8,6,7,6,8,8,5,6,8,7,7,6,5,5,6,5,8,8,7,8,7,3
2725,5,5,6,6,6,6,8,6,8,8,7,8,6,8,6,6,5,7,8,7,7,7,7,6,3
2726,6,5,8,7,8,7,8,7,7,8,6,5,5,5,5,7,5,7,6,6,6,7,7,5,2
2727,6,5,7,5,6,7,8,5,5,7,8,5,5,7,8,7,5,8,5,8,5,8,6,5,1
2728,7,5,5,5,6,5,8,8,6,6,6,8,5,5,7,5,6,8,6,5,8,7,7,6,3
2729,7,8,5,6,7,7,6,8,5,6,7,5,5,5,6,7,6,7,6,6,6,6,5,6,1
2730,5,5,8,7,5,5,7,5,6,6,8,6,6,5,6,7,6,8,5,6,8,7,8,6,3
2731,5,6,6,8,5,5,8,6,7,6,5,7,5,8,6,6,7,5,7,7,8,7,7,7,3
2732,7,7,7,5,8,8,7,5,6,7,6,7,5,8,7,7,7,5,5,7,7,5,7,5,4
2733,8,8,5,8,6,7,7,8,6,8,7,5,6,7,6,8,7,7,5,5,6,8,8,7,4
2734,5,8,8,5,5,6,6,8,8,7,6,5,6,5,6,7,5,6,8,5,8,6,7,8,3
2735,5,7,7,7,8,5,6,7,8,5,5,8,6,7,8,7,8,6,6,7,8,8,8,6,3
2736,5,7,7,7,8,6,7,5,7,7,7,5,7,6,7,5,8,5,6,8,6,8,8,8,1
2737,7,8,6,6,6,5,8,7,6,5,6,6,7,8,5,5,6,6,6,8,5,5,7,5,4
2738,8,6,5,7,7,8,8,7,7,7,7,8,7,5,7,8,5,7,5,6,6,8,6,6,2
2739,7,7,7,7,7,6,7,5,6,7,6,6,8,7,6,5,8,7,8,8,5,8,7,6,1
2740,6,6,5,6,5,5,5,5,8,7,8,7,7,7,7,7,8,8,5,6,8,7,7,7,3
2741,5,8,8,5,8,6,5,6,5,6,5,7,8,6,5,5,5,8,7,8,7,5,8,8,1
2742,7,6,7,8,6,6,8,7,5,7,6,5,7,8,7,6,5,8,5,8,5,6,7,8,1
2743,8,6,8,5,8,6,6,8,8,8,7,7,8,8,8,6,8,6,5,5,5,8,7,8,4
2744,8,8,8,8,8,6,7,8,6,5,8,6,7,7,7,8,8,7,6,5,7,6,5,7,4
2745,5,7,6,8,6,7,8,8,8,5,5,6,8,6,8,8,6,6,5,6,5,7,8,8,1
2746,6,6,7,7,5,6,6,6,7,5,6,6,8,8,6,5,6,6,6,7,8,5,6,5,4
2747,5,6,5,7,8,8,5,7,7,8,7,6,5,7,7,8,7,6,7,6,6,5,7,7,3
2748,8,8,7,6,5,6,6,7,8,6,7,6,7,6,5,7,6,6,8,7,6,8,7,8,3
2749,5,8,5,6,8,7,8,6,8,5,6,5,6,5,8,7,7,5,6,7,5,5,7,7,3
2750,5,8,7,5,6,5,5,6,7,6,6,8,5,5,7,7,8,7,6,7,7,7,6,5,3
2751,7,5,8,5,5,6,8,6,8,8,8,7,7,7,6,8,7,5,7,8,5,6,8,7,3
2752,7,6,5,7,5,5,8,8,6,7,7,6,5,5,6,5,7,7,6,6,5,6,8,5,3
2753,5,7,7,7,5,7,5,7,6,7,5,8,6,8,7,7,6,5,5,7,5,7,7,6,3
2754,7,5,5,8,5,8,7,7,6,5,5,8,5,8,7,8,7,8,6,7,7,8,8,7,3
2755,5,7,8,7,6,5,6,7,7,7,6,6,5,7,6,6,7,6,6,5,5,8,8,8,3
2756,5,7,7,6,5,7,7,7,7,5,5,5,8,7,7,5,7,5,6,7,7,8,5,7,1
2757,5,7,7,8,7,7,5,6,7,8,7,7,6,6,6,7,7,7,5,7,6,7,7,5,4
2758,7,8,8,6,5,5,7,8,7,5,5,7,6,7,7,7,5,8,6,5,8,7,5,8,3
2759,6,8,7,8,8,7,7,7,8,5,7,6,5,5,5,5,8,6,5,6,8,7,5,7,2
2760,7,6,6,6,6,8,5,7,8,8,6,7,6,8,6,5,7,6,7,5,6,7,7,8,1
2761,5,7,5,8,5,6,5,5,8,8,8,7,8,5,8,8,7,5,5,5,5,5,6,7,4
2762,8,7,7,6,6,6,7,6,7,5,5,8,6,7,8,5,6,6,8,6,6,6,6,6,1
2763,6,8,5,6,8,7,8,6,5,8,5,5,6,8,7,5,5,7,6,6,7,7,5,5,1
2764,8,7,7,5,7,6,5,6,8,7,6,8,8,7,5,5,7,5,7,8,6,6,8,6,2
2765,6,7,6,6,6,8,8,5,7,7,6,5,6,6,6,8,8,5,6,8,5,6,8,6,1
2766,6,8,8,7,8,5,6,7,8,7,7,7,8,8,7,7,5,8,8,8,8,7,5,5,4
2767,7,5,6,6,6,5,8,6,5,8,6,5,5,6,6,8,5,7,6,7,7,5,5,6,3
2768,8,8,6,5,7,7,6,8,5,8,6,7,7,5,5,6,6,6,8,6,8,5,6,7,2
2769,8,6,8,6,6,6,7,6,5,5,6,6,5,5,7,7,5,6,6,7,8,6,5,5,2
2770,6,7,7,5,7,6,8,7,8,6,8,6,6,7,6,8,5,6,8,6,5,7,6,7,3
2771,7,6,7,6,7,7,8,6,5,8,7,7,6,5,7,5,5,7,7,6,6,7,7,6,2
2772,7,6,7,8,6,5,7,6,6,6,8,7,6,7,7,8,5,7,6,6,8,8,7,6,3
2773,8,7,7,7,8,5,8,5,8,7,7,5,5,8,6,6,6,7,6,8,5,7,5,6,1
2774,5,6,8,8,5,8,6,5,7,5,7,6,7,8,6,7,6,5,6,7,8,8,5,7,3
2775,8,6,6,6,7,8,7,6,7,7,6,8,8,7,5,5,6,6,6,5,8,7,6,5,2
2776,8,6,7,7,5,7,6,8,7,6,6,6,8,7,5,5,6,7,5,5,5,6,6,8,4
2777,5,6,5,7,5,5,5,8,6,8,8,6,7,6,6,7,7,8,7,6,6,7,7,8,3
2778,8,8,6,5,6,6,5,5,6,6,8,7,5,6,5,5,7,6,6,6,7,5,7,5,2
2779,5,6,7,7,7,5,8,6,7,6,8,8,6,7,8,8,8,6,6,7,8,6,6,5,3
2780,6,5,7,6,6,7,6,8,6,6,7,5,6,8,6,8,7,5,8,5,7,7,6,6,3
2781,8,8,5,8,8,8,5,7,7,6,8,5,8,8,6,7,6,5,7,7,8,6,6,6,1
2782,5,7,8,6,6,8,7,7,5,7,6,8,8,6,5,8,7,8,8,7,8,6,7,7,3
2783,6,5,6,7,5,7,8,5,7,6,8,7,7,7,5,7,6,8,7,6,5,7,5,6,3
2784,5,7,6,8,6,6,6,5,6,5,7,6,6,8,6,8,5,5,6,5,8,7,5,8,1
2785,6,8,5,7,6,5,6,7,8,7,8,5,6,8,5,7,7,7,6,7,8,5,6,5,3
2786,8,7,5,7,5,7,8,8,8,6,5,5,8,7,8,5,7,7,6,8,8,7,5,6,3
2787,5,5,6,7,8,6,5,7,7,7,8,5,5,7,7,8,5,7,5,8,6,6,5,7,3
2788,8,5,5,5,8,6,5,8,7,5,8,5,7,7,8,7,6,7,6,8,7,5,7,5,3
2789,5,6,7,7,6,8,8,5,8,8,5,8,6,7,5,8,8,6,7,6,8,8,8,5,1
2790,5,8,8,8,6,8,8,7,8,5,5,8,8,8,8,8,5,8,6,7,8,8,6,7,1
2791,6,8,5,5,7,5,8,7,7,7,5,8,6,5,6,7,6,5,8,6,8,7,5,7,3
2792,8,8,5,7,7,8,7,8,5,8,5,7,6,6,5,5,5,7,6,5,8,8,8,8,2
2793,5,5,8,7,5,5,8,7,7,8,6,6,6,5,6,5,6,8,5,8,8,6,5,7,3
2794,7,8,8,7,7,6,7,7,8,5,7,8,8,5,6,7,7,6,7,7,6,6,6,8,1
2795,7,8,6,5,7,8,6,8,5,5,5,5,5,8,8,6,8,8,8,6,6,7,6,8,1
2796,8,6,8,6,6,8,5,8,5,8,8,6,6,7,8,6,7,7,7,6,5,6,8,7,1
2797,8,8,5,5,6,7,7,7,8,6,6,5,6,8,6,8,5,8,5,7,6,8,8,7,3
2798,5,5,6,5,5,5,8,6,5,5,7,8,6,5,7,5,6,7,5,5,7,8,6,5,3
2799,8,6,8,7,5,8,5,7,7,6,8,8,8,7,6,5,6,5,6,6,7,8,8,8,2
2800,6,8,5,7,8,6,7,5,7,6,8,7,5,7,6,7,5,7,6,5,7,8,7,8,2
2801,6,8,8,7,6,6,6,6,8,7,8,7,8,5,7,5,7,5,5,5,7,7,6,8,2
2802,8,5,8,8,5,5,8,5,6,7,8,6,8,5,8,5,8,7,5,5,8,7,6,8,3
2803,6,8,6,8,8,5,7,6,7,8,6,8,5,5,5,5,7,5,6,8,8,7,5,5,2
2804,8,6,7,5,7,6,6,7,8,7,5,5,7,7,8,5,5,6,6,7,5,5,6,7,1
2805,5,5,7,7,7,5,8,8,8,6,6,7,8,5,8,7,5,7,5,6,7,6,6,6,3
2806,8,8,8,5,5,8,5,5,8,8,7,7,7,8,8,7,6,8,5,8,8,5,6,8,3
2807,8,8,7,6,6,6,7,7,7,5,5,5,8,6,7,7,6,5,5,7,6,6,5,7,1
2808,6,7,8,5,8,5,7,7,6,5,5,6,8,7,8,6,8,5,5,7,7,7,7,5,3
2809,7,8,6,5,7,6,7,5,8,7,7,8,7,6,7,6,5,6,8,5,6,7,5,7,4
2810,7,8,8,7,7,7,7,5,8,7,7,7,6,8,8,8,6,5,7,5,8,5,8,8,4
2811,5,5,7,5,8,6,6,8,6,5,8,7,6,6,8,8,6,5,5,5,8,7,8,6,3
2812,6,6,6,6,8,8,6,7,8,6,8,6,8,7,8,7,7,6,8,5,7,6,6,7,4
2813,5,5,5,5,5,8,7,7,7,7,7,6,6,6,8,5,6,8,8,7,5,7,5,8,3
2814,8,6,8,7,7,6,7,8,6,8,8,8,5,6,7,6,6,5,7,6,5,7,6,8,2
2815,7,7,8,6,6,8,8,6,6,6,7,6,8,7,7,6,8,7,7,6,6,6,8,6,3
2816,6,7,5,7,5,5,5,8,5,7,8,5,8,5,6,7,7,7,6,7,6,8,6,7,3
2817,7,5,8,5,5,8,7,5,6,7,5,5,5,5,8,8,6,5,5,6,8,7,7,8,3
2818,8,7,6,8,6,7,5,5,6,6,7,7,5,8,6,8,6,5,6,7,7,8,7,8,1
2819,8,6,5,8,5,6,8,5,8,6,5,6,5,5,7,5,5,8,6,6,6,5,7,8,2
2820,8,5,6,8,8,5,6,5,8,6,5,7,6,6,8,5,8,7,6,6,5,6,6,5,3
2821,7,7,5,5,8,8,6,5,8,6,6,6,8,8,6,7,7,7,7,7,5,8,6,8,3
2822,5,6,6,5,5,8,6,8,8,5,7,8,8,8,6,7,8,7,7,6,5,6,8,5,3
2823,7,6,6,8,8,5,5,5,8,7,6,7,6,6,5,6,7,7,5,5,5,6,5,7,4
2824,6,6,8,6,8,5,7,7,8,7,8,7,6,7,8,5,5,5,6,7,6,6,6,6,2
2825,8,5,7,8,7,8,6,7,7,5,6,6,6,6,8,5,8,5,6,5,5,7,6,5,4
2826,6,8,8,6,7,5,6,7,6,8,5,8,7,6,5,7,8,7,8,6,7,6,7,6,3
2827,5,8,7,5,8,6,7,7,6,7,6,6,7,8,6,7,5,6,7,6,6,6,8,7,3
2828,6,7,6,5,7,5,8,5,8,8,6,8,5,7,5,5,5,5,7,5,5,6,6,5,2
2829,8,8,5,5,7,5,7,7,7,6,5,8,5,6,7,7,7,7,7,7,7,7,5,7,3
2830,7,6,5,6,6,6,5,8,6,7,5,8,5,6,7,6,6,6,8,5,7,5,7,7,1
2831,8,5,7,8,5,7,8,5,7,5,5,8,5,8,6,5,8,8,6,6,5,5,6,6,1
2832,7,7,5,8,7,8,6,5,6,8,8,7,6,5,7,7,8,5,5,6,5,6,6,5,4
2833,5,5,7,5,7,7,8,6,7,8,6,5,7,8,6,7,5,7,7,7,7,5,5,6,3
2834,8,7,6,6,7,8,6,7,5,7,6,8,7,5,8,5,7,5,8,6,5,8,8,6,2
2835,8,7,8,5,6,8,6,8,8,7,7,5,8,8,5,6,7,7,5,5,5,8,5,5,4
2836,6,5,7,5,7,8,6,6,7,8,6,5,8,6,5,7,7,8,6,5,5,5,6,5,4
2837,6,6,7,7,5,5,6,8,6,5,5,7,6,5,8,7,5,5,8,6,5,5,6,7,2
2838,5,7,7,8,5,8,5,8,6,7,8,5,6,8,5,6,8,5,7,8,8,5,5,5,4
2839,7,8,5,8,5,5,8,6,5,5,7,5,5,5,7,7,7,7,5,5,5,5,8,5,4
2840,5,6,5,8,7,6,8,7,8,7,5,7,5,5,5,7,7,5,5,8,5,5,8,5,2
2841,6,5,6,8,5,7,8,8,6,6,7,8,5,5,7,5,5,7,8,8,8,5,5,7,2
2842,6,8,8,8,6,6,8,5,6,7,8,5,6,8,8,8,7,8,5,8,7,5,7,6,1
2843,6,7,8,5,5,5,6,8,5,8,6,5,8,5,5,7,7,5,7,7,6,7,7,7,3
2844,6,7,7,7,6,8,8,6,8,6,5,8,7,5,6,6,6,7,6,8,5,5,6,5,4
2845,5,6,7,5,6,8,8,7,5,8,8,6,8,8,6,5,7,6,6,5,7,8,7,7,3
2846,8,7,5,5,8,8,7,5,6,5,6,8,5,7,7,6,6,6,8,7,8,5,6,7,3
2847,8,7,6,7,7,5,6,6,6,7,6,7,8,8,7,8,7,8,5,8,6,8,6,6,3
2848,8,5,5,6,5,8,6,5,6,8,5,8,5,5,5,5,8,5,7,5,6,6,7,8,2
2849,8,6,5,7,7,8,6,8,8,7,8,5,7,5,8,6,8,6,6,8,6,6,5,6,3
2850,5,5,5,6,5,8,5,5,6,5,5,6,6,5,6,7,7,8,8,8,6,6,8,6,3
2851,5,8,8,6,8,8,6,5,5,5,5,8,6,6,6,5,6,5,5,7,8,5,6,5,1
2852,6,7,5,6,7,7,7,6,7,5,5,6,6,5,5,7,6,5,8,6,5,6,8,5,2
2853,7,8,7,8,8,6,5,8,6,5,7,5,5,5,8,5,8,6,6,6,7,8,7,6,1
2854,7,6,6,7,6,6,6,7,7,5,5,5,8,6,7,5,8,8,8,6,8,8,8,7,1
2855,5,7,6,7,5,5,8,8,6,6,6,8,6,7,6,8,6,7,6,7,8,8,6,8,3
2856,7,8,5,8,8,6,5,8,6,7,5,6,7,6,7,7,5,5,8,7,7,8,8,6,1
2857,8,5,6,7,6,8,8,7,8,6,6,8,7,7,5,7,7,5,8,5,6,8,6,7,2
2858,8,8,8,7,6,7,8,5,6,8,7,8,6,7,5,7,6,6,7,7,5,6,7,7,1
2859,8,6,5,8,5,5,6,5,6,8,7,7,7,7,8,6,5,7,5,7,6,6,7,5,3
2860,7,5,8,8,5,5,8,5,5,8,5,5,6,8,7,7,7,8,6,6,6,6,5,8,1
2861,8,8,7,5,5,7,6,6,5,6,6,6,6,8,8,7,7,6,5,8,6,6,6,7,3
2862,5,5,6,8,8,8,7,7,6,6,8,8,5,8,5,6,6,7,5,8,7,8,7,5,3
2863,7,6,5,8,5,6,6,6,6,7,6,8,5,6,8,7,6,7,6,8,6,7,6,8,3
2864,5,7,6,8,7,6,7,8,8,7,5,8,8,6,6,8,8,8,6,8,5,7,6,5,4
2865,7,8,6,7,5,6,7,5,7,6,7,8,5,6,6,5,7,7,5,6,6,7,5,8,2
2866,8,5,5,6,5,6,5,7,6,8,7,7,6,5,8,7,7,5,8,7,7,7,6,6,3
2867,7,8,7,8,6,8,6,8,8,5,6,8,5,5,8,7,8,8,5,7,5,5,8,7,4
2868,6,7,8,8,5,5,8,6,5,6,7,8,8,8,8,6,5,5,6,8,8,6,6,7,3
2869,8,7,5,7,6,6,6,5,5,7,8,8,6,8,5,7,7,6,6,6,7,5,8,6,1
2870,7,8,6,7,5,8,5,6,8,8,5,7,6,7,5,8,7,8,7,8,8,7,5,5,1
2871,6,7,5,5,5,5,5,7,6,8,5,7,5,6,6,5,8,8,5,5,7,6,7,5,3
2872,6,8,5,6,6,8,8,5,8,8,8,8,6,6,8,5,8,6,8,8,6,7,7,6,3
2873,6,7,5,8,5,6,5,6,6,8,7,7,8,5,6,8,8,6,5,7,8,6,5,5,4
2874,8,8,6,7,5,5,8,7,7,6,8,7,7,6,7,5,7,8,7,5,5,5,6,8,4
2875,8,5,7,8,8,8,6,5,7,7,7,8,8,5,6,5,7,5,7,7,7,6,8,7,2
2876,5,5,8,6,7,7,7,8,8,6,7,7,6,7,7,6,5,5,5,6,6,7,5,6,3
2877,5,8,5,8,5,6,5,7,8,5,8,6,7,5,5,7,8,6,7,5,6,7,6,8,3
2878,6,7,5,6,5,7,6,8,5,7,5,8,7,7,6,8,7,7,6,8,8,8,5,8,3
2879,6,5,8,6,7,5,5,5,7,5,5,7,7,7,7,6,7,7,5,5,6,6,6,6,1
2880,6,5,7,6,6,5,6,8,5,5,7,6,6,7,5,5,8,8,7,6,6,7,6,6,3
2881,7,7,7,7,5,6,6,6,7,5,8,8,8,8,8,7,6,7,7,8,7,6,7,8,3
2882,5,5,5,7,6,8,8,5,8,5,6,7,8,7,5,8,7,5,7,7,6,6,8,7,3
2883,7,5,6,7,5,6,7,6,6,8,7,8,6,6,5,6,5,8,6,8,8,7,6,7,3
2884,5,8,5,7,8,6,7,5,7,6,7,8,5,7,8,6,5,6,5,8,5,8,5,7,4
2885,8,5,6,6,8,5,8,6,5,7,7,8,8,5,7,7,8,8,7,5,7,6,5,5,4
2886,6,7,8,5,8,5,7,6,6,8,6,5,7,6,7,5,8,8,5,8,8,6,7,5,3
2887,7,5,6,7,5,5,7,6,8,5,8,7,6,7,5,5,7,6,8,5,6,8,8,8,3
2888,6,5,8,6,5,7,6,8,6,6,8,8,6,7,5,7,6,7,5,8,5,8,8,8,3
2889,6,5,6,5,5,5,8,5,6,8,7,5,6,8,7,5,5,6,6,6,6,6,7,8,3
2890,7,5,5,7,6,5,6,7,6,6,8,8,8,5,8,8,8,5,8,6,5,5,7,7,3
2891,5,7,6,7,8,6,8,7,6,8,5,6,7,8,8,6,6,6,6,8,6,8,8,5,3
2892,6,7,8,8,8,5,5,8,6,6,7,7,6,6,8,8,5,7,8,8,7,8,8,5,3
2893,8,6,7,5,6,8,6,5,8,6,7,5,6,7,5,8,8,6,6,5,7,6,6,6,1
2894,7,8,8,6,8,6,7,7,8,5,5,7,5,8,7,5,6,8,6,7,6,8,5,5,1
2895,5,6,7,5,7,8,5,6,6,6,5,6,7,5,7,5,5,5,6,8,7,5,5,7,2
2896,7,6,5,7,8,5,6,7,5,7,7,8,5,6,6,6,7,8,6,7,5,5,6,6,3
2897,6,5,5,5,6,7,6,6,6,6,7,5,8,6,6,5,5,6,8,6,7,7,5,8,3
2898,6,6,7,5,6,6,8,6,8,7,7,6,5,6,6,5,5,5,7,5,6,7,7,8,2
2899,5,5,7,6,8,8,7,6,8,8,8,8,5,6,5,7,6,5,6,7,7,8,7,5,2
2900,8,6,8,6,7,8,5,5,5,6,5,6,8,8,8,7,5,7,7,7,5,6,6,7,1
2901,5,5,8,8,6,8,6,6,8,5,8,7,8,7,7,5,8,7,6,6,6,5,8,8,3
2902,6,6,6,7,5,6,6,8,5,8,6,5,7,6,7,6,5,6,7,5,7,6,6,7,1
2903,8,7,7,7,8,6,6,5,5,8,7,5,7,5,5,7,8,7,5,5,7,7,8,7,1
2904,7,6,5,8,7,7,5,8,7,8,5,6,8,5,6,7,5,6,8,5,8,8,8,6,1
2905,6,5,6,5,6,6,6,6,6,6,7,6,5,5,7,6,6,8,7,5,5,6,5,7,4
2906,8,8,5,6,8,7,6,6,5,7,5,5,8,7,6,6,8,5,7,8,5,7,6,8,1
2907,5,5,5,6,7,5,8,7,5,7,8,7,7,8,7,6,5,7,5,6,5,8,8,5,3
2908,5,5,8,7,7,5,8,5,5,5,5,5,7,6,8,6,7,8,8,6,5,7,6,6,1
2909,5,5,8,5,5,7,8,5,6,8,7,6,6,7,5,7,8,6,5,8,6,8,5,6,3
2910,8,7,6,5,7,6,7,5,5,6,8,8,6,6,5,5,8,6,8,8,8,6,8,8,1
2911,8,5,6,6,6,5,8,8,8,5,5,7,8,7,6,5,8,5,8,8,7,8,7,8,3
2912,6,7,7,6,7,8,5,6,8,7,6,7,7,7,7,8,5,7,5,7,6,7,8,5,4
2913,7,6,6,7,5,7,8,5,7,5,5,8,7,6,7,7,8,5,5,7,5,6,8,5,1
2914,7,5,7,7,6,6,6,7,8,8,6,8,5,5,7,7,5,6,8,6,8,7,5,5,2
2915,6,7,6,7,6,7,5,7,8,6,6,8,8,8,5,8,5,5,5,6,8,8,7,8,2
2916,5,5,6,5,6,5,8,8,6,8,6,8,5,6,6,6,6,5,6,8,8,7,5,7,3
2917,5,8,7,5,5,8,7,6,5,8,6,6,8,8,6,5,7,6,5,6,5,5,5,6,4
